Grid size (x, y)
70,38
id,type,station,x,y,weight_to_NORTH,weight_to_WEST,weight_to_SOUTH,weight_to_EAST,weight_for_WAIT
1117,Travel,None,29,15,1,1,1,1,1
1118,Eject,10060,29,16,1,1,1,inf,1
1119,Eject,10060,29,17,1,1,1,inf,1
1120,Travel,None,29,18,1,1,1,1,1
1121,Travel,None,29,19,1,1,1,1,1
1122,Eject,10061,29,20,1,1,1,inf,1
1123,Eject,10061,29,21,1,1,1,inf,1
1124,Travel,None,29,22,1,1,1,1,1
1125,Travel,None,29,23,1,1,1,1,1
1126,Eject,10062,29,24,1,1,1,inf,1
1127,Eject,10062,29,25,1,1,1,inf,1
1128,Travel,None,29,26,1,1,1,1,1
1129,Travel,None,29,27,1,1,1,1,1
1130,Eject,10063,29,28,1,1,1,inf,1
1131,Eject,10063,29,29,1,1,1,inf,1
1132,Travel,None,29,30,1,1,1,1,1
1133,Travel,None,29,31,1,1,1,1,1
1134,Eject,10064,29,32,1,1,1,inf,1
1135,Eject,10064,29,33,1,1,1,inf,1
1136,Travel,None,29,34,1,1,1,1,1
1137,Travel,None,29,35,1,1,1,1,1
1138,Travel,None,29,36,1,1,1,inf,1
1139,Induct,1032,29,37,inf,1,1,inf,1
1140,Obstacle,None,30,0,inf,inf,inf,inf,inf
1141,Obstacle,None,30,1,inf,inf,inf,inf,inf
1142,Travel,None,30,2,1,1,inf,1,1
1143,Eject,10057,30,3,inf,1,1,1,1
1144,Obstacle,None,30,4,inf,inf,inf,inf,inf
1145,Obstacle,None,30,5,inf,inf,inf,inf,inf
1146,Eject,10057,30,6,1,1,inf,1,1
1147,Eject,10058,30,7,inf,1,1,1,1
1148,Obstacle,None,30,8,inf,inf,inf,inf,inf
1149,Obstacle,None,30,9,inf,inf,inf,inf,inf
1150,Eject,10058,30,10,1,1,inf,1,1
1151,Eject,10059,30,11,inf,1,1,1,1
1152,Obstacle,None,30,12,inf,inf,inf,inf,inf
1153,Obstacle,None,30,13,inf,inf,inf,inf,inf
1154,Eject,10059,30,14,1,1,inf,1,1
1155,Eject,10060,30,15,inf,1,1,1,1
1156,Obstacle,None,30,16,inf,inf,inf,inf,inf
1157,Obstacle,None,30,17,inf,inf,inf,inf,inf
1158,Eject,10060,30,18,1,1,inf,1,1
1159,Eject,10061,30,19,inf,1,1,1,1
1160,Obstacle,None,30,20,inf,inf,inf,inf,inf
1161,Obstacle,None,30,21,inf,inf,inf,inf,inf
1162,Eject,10061,30,22,1,1,inf,1,1
1163,Eject,10062,30,23,inf,1,1,1,1
1164,Obstacle,None,30,24,inf,inf,inf,inf,inf
1165,Obstacle,None,30,25,inf,inf,inf,inf,inf
1166,Eject,10062,30,26,1,1,inf,1,1
1167,Eject,10063,30,27,inf,1,1,1,1
1168,Obstacle,None,30,28,inf,inf,inf,inf,inf
1169,Obstacle,None,30,29,inf,inf,inf,inf,inf
1170,Eject,10063,30,30,1,1,inf,1,1
1171,Eject,10064,30,31,inf,1,1,1,1
1172,Obstacle,None,30,32,inf,inf,inf,inf,inf
1173,Obstacle,None,30,33,inf,inf,inf,inf,inf
1174,Eject,10064,30,34,1,1,inf,1,1
1175,Travel,None,30,35,inf,1,1,1,1
1176,Obstacle,None,30,36,inf,inf,inf,inf,inf
1177,Obstacle,None,30,37,inf,inf,inf,inf,inf
1178,Obstacle,None,31,0,inf,inf,inf,inf,inf
1179,Obstacle,None,31,1,inf,inf,inf,inf,inf
1180,Travel,None,31,2,1,1,inf,1,1
1181,Eject,10057,31,3,inf,1,1,1,1
1182,Obstacle,None,31,4,inf,inf,inf,inf,inf
1183,Obstacle,None,31,5,inf,inf,inf,inf,inf
1184,Eject,10057,31,6,1,1,inf,1,1
1185,Eject,10058,31,7,inf,1,1,1,1
1186,Obstacle,None,31,8,inf,inf,inf,inf,inf
1187,Obstacle,None,31,9,inf,inf,inf,inf,inf
1188,Eject,10058,31,10,1,1,inf,1,1
1189,Eject,10059,31,11,inf,1,1,1,1
1190,Obstacle,None,31,12,inf,inf,inf,inf,inf
1191,Obstacle,None,31,13,inf,inf,inf,inf,inf
1192,Eject,10059,31,14,1,1,inf,1,1
1193,Eject,10060,31,15,inf,1,1,1,1
1194,Obstacle,None,31,16,inf,inf,inf,inf,inf
1195,Obstacle,None,31,17,inf,inf,inf,inf,inf
1196,Eject,10060,31,18,1,1,inf,1,1
1197,Eject,10061,31,19,inf,1,1,1,1
1198,Obstacle,None,31,20,inf,inf,inf,inf,inf
1199,Obstacle,None,31,21,inf,inf,inf,inf,inf
1200,Eject,10061,31,22,1,1,inf,1,1
1201,Eject,10062,31,23,inf,1,1,1,1
1202,Obstacle,None,31,24,inf,inf,inf,inf,inf
1203,Obstacle,None,31,25,inf,inf,inf,inf,inf
1204,Eject,10062,31,26,1,1,inf,1,1
1205,Eject,10063,31,27,inf,1,1,1,1
1206,Obstacle,None,31,28,inf,inf,inf,inf,inf
1207,Obstacle,None,31,29,inf,inf,inf,inf,inf
1208,Eject,10063,31,30,1,1,inf,1,1
1209,Eject,10064,31,31,inf,1,1,1,1
1210,Obstacle,None,31,32,inf,inf,inf,inf,inf
1211,Obstacle,None,31,33,inf,inf,inf,inf,inf
1212,Eject,10064,31,34,1,1,inf,1,1
1213,Travel,None,31,35,inf,1,1,1,1
1214,Obstacle,None,31,36,inf,inf,inf,inf,inf
1215,Obstacle,None,31,37,inf,inf,inf,inf,inf
1216,Induct,1033,32,0,1,inf,inf,1,1
1217,Travel,None,32,1,1,inf,1,1,1
1218,Travel,None,32,2,1,1,1,1,1
1219,Travel,None,32,3,1,1,1,1,1
1220,Eject,10057,32,4,1,inf,1,1,1
1221,Eject,10057,32,5,1,inf,1,1,1
1222,Travel,None,32,6,1,1,1,1,1
1223,Travel,None,32,7,1,1,1,1,1
1224,Eject,10058,32,8,1,inf,1,1,1
1225,Eject,10058,32,9,1,inf,1,1,1
1226,Travel,None,32,10,1,1,1,1,1
1227,Travel,None,32,11,1,1,1,1,1
1228,Eject,10059,32,12,1,inf,1,1,1
1229,Eject,10059,32,13,1,inf,1,1,1
1230,Travel,None,32,14,1,1,1,1,1
1231,Travel,None,32,15,1,1,1,1,1
1232,Eject,10060,32,16,1,inf,1,1,1
1233,Eject,10060,32,17,1,inf,1,1,1
1234,Travel,None,32,18,1,1,1,1,1
1235,Travel,None,32,19,1,1,1,1,1
1236,Eject,10061,32,20,1,inf,1,1,1
1237,Eject,10061,32,21,1,inf,1,1,1
1238,Travel,None,32,22,1,1,1,1,1
1239,Travel,None,32,23,1,1,1,1,1
1240,Eject,10062,32,24,1,inf,1,1,1
1241,Eject,10062,32,25,1,inf,1,1,1
1242,Travel,None,32,26,1,1,1,1,1
1243,Travel,None,32,27,1,1,1,1,1
1244,Eject,10063,32,28,1,inf,1,1,1
1245,Eject,10063,32,29,1,inf,1,1,1
1246,Travel,None,32,30,1,1,1,1,1
1247,Travel,None,32,31,1,1,1,1,1
1248,Eject,10064,32,32,1,inf,1,1,1
1249,Eject,10064,32,33,1,inf,1,1,1
1250,Travel,None,32,34,1,1,1,1,1
1251,Travel,None,32,35,1,1,1,1,1
1252,Travel,None,32,36,1,inf,1,1,1
1253,Induct,1034,32,37,inf,inf,1,1,1
1254,Induct,1035,33,0,1,1,inf,inf,1
1255,Travel,None,33,1,1,1,1,inf,1
1256,Travel,None,33,2,1,1,1,1,1
1257,Travel,None,33,3,1,1,1,1,1
1258,Eject,10065,33,4,1,1,1,inf,1
1259,Eject,10065,33,5,1,1,1,inf,1
1260,Travel,None,33,6,1,1,1,1,1
1261,Travel,None,33,7,1,1,1,1,1
1262,Eject,10066,33,8,1,1,1,inf,1
1263,Eject,10066,33,9,1,1,1,inf,1
1264,Travel,None,33,10,1,1,1,1,1
1265,Travel,None,33,11,1,1,1,1,1
1266,Eject,10067,33,12,1,1,1,inf,1
1267,Eject,10067,33,13,1,1,1,inf,1
1268,Travel,None,33,14,1,1,1,1,1
1269,Travel,None,33,15,1,1,1,1,1
1270,Eject,10068,33,16,1,1,1,inf,1
1271,Eject,10068,33,17,1,1,1,inf,1
1272,Travel,None,33,18,1,1,1,1,1
1273,Travel,None,33,19,1,1,1,1,1
1274,Eject,10069,33,20,1,1,1,inf,1
1275,Eject,10069,33,21,1,1,1,inf,1
1276,Travel,None,33,22,1,1,1,1,1
1277,Travel,None,33,23,1,1,1,1,1
1278,Eject,10070,33,24,1,1,1,inf,1
1279,Eject,10070,33,25,1,1,1,inf,1
1280,Travel,None,33,26,1,1,1,1,1
1281,Travel,None,33,27,1,1,1,1,1
1282,Eject,10071,33,28,1,1,1,inf,1
1283,Eject,10071,33,29,1,1,1,inf,1
1284,Travel,None,33,30,1,1,1,1,1
1285,Travel,None,33,31,1,1,1,1,1
1286,Eject,10072,33,32,1,1,1,inf,1
1287,Eject,10072,33,33,1,1,1,inf,1
1288,Travel,None,33,34,1,1,1,1,1
1289,Travel,None,33,35,1,1,1,1,1
1290,Travel,None,33,36,1,1,1,inf,1
1291,Induct,1036,33,37,inf,1,1,inf,1
1292,Obstacle,None,34,0,inf,inf,inf,inf,inf
1293,Obstacle,None,34,1,inf,inf,inf,inf,inf
1294,Travel,None,34,2,1,1,inf,1,1
1295,Eject,10065,34,3,inf,1,1,1,1
1296,Obstacle,None,34,4,inf,inf,inf,inf,inf
1297,Obstacle,None,34,5,inf,inf,inf,inf,inf
1298,Eject,10065,34,6,1,1,inf,1,1
1299,Eject,10066,34,7,inf,1,1,1,1
1300,Obstacle,None,34,8,inf,inf,inf,inf,inf
1301,Obstacle,None,34,9,inf,inf,inf,inf,inf
1302,Eject,10066,34,10,1,1,inf,1,1
1303,Eject,10067,34,11,inf,1,1,1,1
1304,Obstacle,None,34,12,inf,inf,inf,inf,inf
1305,Obstacle,None,34,13,inf,inf,inf,inf,inf
1306,Eject,10067,34,14,1,1,inf,1,1
1307,Eject,10068,34,15,inf,1,1,1,1
1308,Obstacle,None,34,16,inf,inf,inf,inf,inf
1309,Obstacle,None,34,17,inf,inf,inf,inf,inf
1310,Eject,10068,34,18,1,1,inf,1,1
1311,Eject,10069,34,19,inf,1,1,1,1
1312,Obstacle,None,34,20,inf,inf,inf,inf,inf
1313,Obstacle,None,34,21,inf,inf,inf,inf,inf
1314,Eject,10069,34,22,1,1,inf,1,1
1315,Eject,10070,34,23,inf,1,1,1,1
1316,Obstacle,None,34,24,inf,inf,inf,inf,inf
1317,Obstacle,None,34,25,inf,inf,inf,inf,inf
1318,Eject,10070,34,26,1,1,inf,1,1
1319,Eject,10071,34,27,inf,1,1,1,1
1320,Obstacle,None,34,28,inf,inf,inf,inf,inf
1321,Obstacle,None,34,29,inf,inf,inf,inf,inf
1322,Eject,10071,34,30,1,1,inf,1,1
1323,Eject,10072,34,31,inf,1,1,1,1
1324,Obstacle,None,34,32,inf,inf,inf,inf,inf
1325,Obstacle,None,34,33,inf,inf,inf,inf,inf
1326,Eject,10072,34,34,1,1,inf,1,1
1327,Travel,None,34,35,inf,1,1,1,1
1328,Obstacle,None,34,36,inf,inf,inf,inf,inf
1329,Obstacle,None,34,37,inf,inf,inf,inf,inf
1330,Obstacle,None,35,0,inf,inf,inf,inf,inf
1331,Obstacle,None,35,1,inf,inf,inf,inf,inf
1332,Travel,None,35,2,1,1,inf,1,1
1333,Eject,10065,35,3,inf,1,1,1,1
1334,Obstacle,None,35,4,inf,inf,inf,inf,inf
1335,Obstacle,None,35,5,inf,inf,inf,inf,inf
1336,Eject,10065,35,6,1,1,inf,1,1
1337,Eject,10066,35,7,inf,1,1,1,1
1338,Obstacle,None,35,8,inf,inf,inf,inf,inf
1339,Obstacle,None,35,9,inf,inf,inf,inf,inf
1340,Eject,10066,35,10,1,1,inf,1,1
1341,Eject,10067,35,11,inf,1,1,1,1
1342,Obstacle,None,35,12,inf,inf,inf,inf,inf
1343,Obstacle,None,35,13,inf,inf,inf,inf,inf
1344,Eject,10067,35,14,1,1,inf,1,1
1345,Eject,10068,35,15,inf,1,1,1,1
1346,Obstacle,None,35,16,inf,inf,inf,inf,inf
1347,Obstacle,None,35,17,inf,inf,inf,inf,inf
1348,Eject,10068,35,18,1,1,inf,1,1
1349,Eject,10069,35,19,inf,1,1,1,1
1350,Obstacle,None,35,20,inf,inf,inf,inf,inf
1351,Obstacle,None,35,21,inf,inf,inf,inf,inf
1352,Eject,10069,35,22,1,1,inf,1,1
1353,Eject,10070,35,23,inf,1,1,1,1
1354,Obstacle,None,35,24,inf,inf,inf,inf,inf
1355,Obstacle,None,35,25,inf,inf,inf,inf,inf
1356,Eject,10070,35,26,1,1,inf,1,1
1357,Eject,10071,35,27,inf,1,1,1,1
1358,Obstacle,None,35,28,inf,inf,inf,inf,inf
1359,Obstacle,None,35,29,inf,inf,inf,inf,inf
1360,Eject,10071,35,30,1,1,inf,1,1
1361,Eject,10072,35,31,inf,1,1,1,1
1362,Obstacle,None,35,32,inf,inf,inf,inf,inf
1363,Obstacle,None,35,33,inf,inf,inf,inf,inf
1364,Eject,10072,35,34,1,1,inf,1,1
1365,Travel,None,35,35,inf,1,1,1,1
1366,Obstacle,None,35,36,inf,inf,inf,inf,inf
1367,Obstacle,None,35,37,inf,inf,inf,inf,inf
1368,Induct,1037,36,0,1,inf,inf,1,1
1369,Travel,None,36,1,1,inf,1,1,1
1370,Travel,None,36,2,1,1,1,1,1
1371,Travel,None,36,3,1,1,1,1,1
1372,Eject,10065,36,4,1,inf,1,1,1
1373,Eject,10065,36,5,1,inf,1,1,1
1374,Travel,None,36,6,1,1,1,1,1
1375,Travel,None,36,7,1,1,1,1,1
1376,Eject,10066,36,8,1,inf,1,1,1
1377,Eject,10066,36,9,1,inf,1,1,1
1378,Travel,None,36,10,1,1,1,1,1
1379,Travel,None,36,11,1,1,1,1,1
1380,Eject,10067,36,12,1,inf,1,1,1
1381,Eject,10067,36,13,1,inf,1,1,1
1382,Travel,None,36,14,1,1,1,1,1
1383,Travel,None,36,15,1,1,1,1,1
1384,Eject,10068,36,16,1,inf,1,1,1
1385,Eject,10068,36,17,1,inf,1,1,1
1386,Travel,None,36,18,1,1,1,1,1
1387,Travel,None,36,19,1,1,1,1,1
1388,Eject,10069,36,20,1,inf,1,1,1
1389,Eject,10069,36,21,1,inf,1,1,1
1390,Travel,None,36,22,1,1,1,1,1
1391,Travel,None,36,23,1,1,1,1,1
1392,Eject,10070,36,24,1,inf,1,1,1
1393,Eject,10070,36,25,1,inf,1,1,1
1394,Travel,None,36,26,1,1,1,1,1
1395,Travel,None,36,27,1,1,1,1,1
1396,Eject,10071,36,28,1,inf,1,1,1
1397,Eject,10071,36,29,1,inf,1,1,1
1398,Travel,None,36,30,1,1,1,1,1
1399,Travel,None,36,31,1,1,1,1,1
1400,Eject,10072,36,32,1,inf,1,1,1
1401,Eject,10072,36,33,1,inf,1,1,1
1402,Travel,None,36,34,1,1,1,1,1
1403,Travel,None,36,35,1,1,1,1,1
1404,Travel,None,36,36,1,inf,1,1,1
1405,Induct,1038,36,37,inf,inf,1,1,1
1406,Induct,1039,37,0,1,1,inf,inf,1
1407,Travel,None,37,1,1,1,1,inf,1
1408,Travel,None,37,2,1,1,1,1,1
1409,Travel,None,37,3,1,1,1,1,1
1410,Eject,10073,37,4,1,1,1,inf,1
1411,Eject,10073,37,5,1,1,1,inf,1
1412,Travel,None,37,6,1,1,1,1,1
1413,Travel,None,37,7,1,1,1,1,1
1414,Eject,10074,37,8,1,1,1,inf,1
1415,Eject,10074,37,9,1,1,1,inf,1
1416,Travel,None,37,10,1,1,1,1,1
1417,Travel,None,37,11,1,1,1,1,1
1418,Eject,10075,37,12,1,1,1,inf,1
1419,Eject,10075,37,13,1,1,1,inf,1
1420,Travel,None,37,14,1,1,1,1,1
1421,Travel,None,37,15,1,1,1,1,1
1422,Eject,10076,37,16,1,1,1,inf,1
1423,Eject,10076,37,17,1,1,1,inf,1
1424,Travel,None,37,18,1,1,1,1,1
1425,Travel,None,37,19,1,1,1,1,1
1426,Eject,10077,37,20,1,1,1,inf,1
1427,Eject,10077,37,21,1,1,1,inf,1
1428,Travel,None,37,22,1,1,1,1,1
1429,Travel,None,37,23,1,1,1,1,1
1430,Eject,10078,37,24,1,1,1,inf,1
1431,Eject,10078,37,25,1,1,1,inf,1
1432,Travel,None,37,26,1,1,1,1,1
1433,Travel,None,37,27,1,1,1,1,1
1434,Eject,10079,37,28,1,1,1,inf,1
1435,Eject,10079,37,29,1,1,1,inf,1
1436,Travel,None,37,30,1,1,1,1,1
1437,Travel,None,37,31,1,1,1,1,1
1438,Eject,10080,37,32,1,1,1,inf,1
1439,Eject,10080,37,33,1,1,1,inf,1
1440,Travel,None,37,34,1,1,1,1,1
1441,Travel,None,37,35,1,1,1,1,1
1442,Travel,None,37,36,1,1,1,inf,1
1443,Induct,1040,37,37,inf,1,1,inf,1
1444,Obstacle,None,38,0,inf,inf,inf,inf,inf
1445,Obstacle,None,38,1,inf,inf,inf,inf,inf
1446,Travel,None,38,2,1,1,inf,1,1
1447,Eject,10073,38,3,inf,1,1,1,1
1448,Obstacle,None,38,4,inf,inf,inf,inf,inf
1449,Obstacle,None,38,5,inf,inf,inf,inf,inf
1450,Eject,10073,38,6,1,1,inf,1,1
1451,Eject,10074,38,7,inf,1,1,1,1
1452,Obstacle,None,38,8,inf,inf,inf,inf,inf
1453,Obstacle,None,38,9,inf,inf,inf,inf,inf
1454,Eject,10074,38,10,1,1,inf,1,1
1455,Eject,10075,38,11,inf,1,1,1,1
1456,Obstacle,None,38,12,inf,inf,inf,inf,inf
1457,Obstacle,None,38,13,inf,inf,inf,inf,inf
1458,Eject,10075,38,14,1,1,inf,1,1
1459,Eject,10076,38,15,inf,1,1,1,1
1460,Obstacle,None,38,16,inf,inf,inf,inf,inf
1461,Obstacle,None,38,17,inf,inf,inf,inf,inf
1462,Eject,10076,38,18,1,1,inf,1,1
1463,Eject,10077,38,19,inf,1,1,1,1
1464,Obstacle,None,38,20,inf,inf,inf,inf,inf
1465,Obstacle,None,38,21,inf,inf,inf,inf,inf
1466,Eject,10077,38,22,1,1,inf,1,1
1467,Eject,10078,38,23,inf,1,1,1,1
1468,Obstacle,None,38,24,inf,inf,inf,inf,inf
1469,Obstacle,None,38,25,inf,inf,inf,inf,inf
1470,Eject,10078,38,26,1,1,inf,1,1
1471,Eject,10079,38,27,inf,1,1,1,1
1472,Obstacle,None,38,28,inf,inf,inf,inf,inf
1473,Obstacle,None,38,29,inf,inf,inf,inf,inf
1474,Eject,10079,38,30,1,1,inf,1,1
1475,Eject,10080,38,31,inf,1,1,1,1
1476,Obstacle,None,38,32,inf,inf,inf,inf,inf
1477,Obstacle,None,38,33,inf,inf,inf,inf,inf
1478,Eject,10080,38,34,1,1,inf,1,1
1479,Travel,None,38,35,inf,1,1,1,1
1480,Obstacle,None,38,36,inf,inf,inf,inf,inf
1481,Obstacle,None,38,37,inf,inf,inf,inf,inf
1482,Obstacle,None,39,0,inf,inf,inf,inf,inf
1483,Obstacle,None,39,1,inf,inf,inf,inf,inf
1484,Travel,None,39,2,1,1,inf,1,1
1485,Eject,10073,39,3,inf,1,1,1,1
1486,Obstacle,None,39,4,inf,inf,inf,inf,inf
1487,Obstacle,None,39,5,inf,inf,inf,inf,inf
1488,Eject,10073,39,6,1,1,inf,1,1
1489,Eject,10074,39,7,inf,1,1,1,1
1490,Obstacle,None,39,8,inf,inf,inf,inf,inf
1491,Obstacle,None,39,9,inf,inf,inf,inf,inf
1492,Eject,10074,39,10,1,1,inf,1,1
1493,Eject,10075,39,11,inf,1,1,1,1
1494,Obstacle,None,39,12,inf,inf,inf,inf,inf
1495,Obstacle,None,39,13,inf,inf,inf,inf,inf
1496,Eject,10075,39,14,1,1,inf,1,1
1497,Eject,10076,39,15,inf,1,1,1,1
1498,Obstacle,None,39,16,inf,inf,inf,inf,inf
1499,Obstacle,None,39,17,inf,inf,inf,inf,inf
1500,Eject,10076,39,18,1,1,inf,1,1
1501,Eject,10077,39,19,inf,1,1,1,1
1502,Obstacle,None,39,20,inf,inf,inf,inf,inf
1503,Obstacle,None,39,21,inf,inf,inf,inf,inf
1504,Eject,10077,39,22,1,1,inf,1,1
1505,Eject,10078,39,23,inf,1,1,1,1
1506,Obstacle,None,39,24,inf,inf,inf,inf,inf
1507,Obstacle,None,39,25,inf,inf,inf,inf,inf
1508,Eject,10078,39,26,1,1,inf,1,1
1509,Eject,10079,39,27,inf,1,1,1,1
1510,Obstacle,None,39,28,inf,inf,inf,inf,inf
1511,Obstacle,None,39,29,inf,inf,inf,inf,inf
1512,Eject,10079,39,30,1,1,inf,1,1
1513,Eject,10080,39,31,inf,1,1,1,1
1514,Obstacle,None,39,32,inf,inf,inf,inf,inf
1515,Obstacle,None,39,33,inf,inf,inf,inf,inf
1516,Eject,10080,39,34,1,1,inf,1,1
1517,Travel,None,39,35,inf,1,1,1,1
1518,Obstacle,None,39,36,inf,inf,inf,inf,inf
1519,Obstacle,None,39,37,inf,inf,inf,inf,inf
1520,Induct,1041,40,0,1,inf,inf,1,1
1521,Travel,None,40,1,1,inf,1,1,1
1522,Travel,None,40,2,1,1,1,1,1
1523,Travel,None,40,3,1,1,1,1,1
1524,Eject,10073,40,4,1,inf,1,1,1
1525,Eject,10073,40,5,1,inf,1,1,1
1526,Travel,None,40,6,1,1,1,1,1
1527,Travel,None,40,7,1,1,1,1,1
1528,Eject,10074,40,8,1,inf,1,1,1
1529,Eject,10074,40,9,1,inf,1,1,1
1530,Travel,None,40,10,1,1,1,1,1
1531,Travel,None,40,11,1,1,1,1,1
1532,Eject,10075,40,12,1,inf,1,1,1
1533,Eject,10075,40,13,1,inf,1,1,1
1534,Travel,None,40,14,1,1,1,1,1
1535,Travel,None,40,15,1,1,1,1,1
1536,Eject,10076,40,16,1,inf,1,1,1
1537,Eject,10076,40,17,1,inf,1,1,1
1538,Travel,None,40,18,1,1,1,1,1
1539,Travel,None,40,19,1,1,1,1,1
1540,Eject,10077,40,20,1,inf,1,1,1
1541,Eject,10077,40,21,1,inf,1,1,1
1542,Travel,None,40,22,1,1,1,1,1
1543,Travel,None,40,23,1,1,1,1,1
1544,Eject,10078,40,24,1,inf,1,1,1
1545,Eject,10078,40,25,1,inf,1,1,1
1546,Travel,None,40,26,1,1,1,1,1
1547,Travel,None,40,27,1,1,1,1,1
1548,Eject,10079,40,28,1,inf,1,1,1
1549,Eject,10079,40,29,1,inf,1,1,1
1550,Travel,None,40,30,1,1,1,1,1
1551,Travel,None,40,31,1,1,1,1,1
1552,Eject,10080,40,32,1,inf,1,1,1
1553,Eject,10080,40,33,1,inf,1,1,1
1554,Travel,None,40,34,1,1,1,1,1
1555,Travel,None,40,35,1,1,1,1,1
1556,Travel,None,40,36,1,inf,1,1,1
1557,Induct,1042,40,37,inf,inf,1,1,1
1558,Induct,1043,41,0,1,1,inf,inf,1
1559,Travel,None,41,1,1,1,1,inf,1
1560,Travel,None,41,2,1,1,1,1,1
1561,Travel,None,41,3,1,1,1,1,1
1562,Eject,10081,41,4,1,1,1,inf,1
1563,Eject,10081,41,5,1,1,1,inf,1
1564,Travel,None,41,6,1,1,1,1,1
1565,Travel,None,41,7,1,1,1,1,1
1566,Eject,10082,41,8,1,1,1,inf,1
1567,Eject,10082,41,9,1,1,1,inf,1
1568,Travel,None,41,10,1,1,1,1,1
1569,Travel,None,41,11,1,1,1,1,1
1570,Eject,10083,41,12,1,1,1,inf,1
1571,Eject,10083,41,13,1,1,1,inf,1
1572,Travel,None,41,14,1,1,1,1,1
1573,Travel,None,41,15,1,1,1,1,1
1574,Eject,10084,41,16,1,1,1,inf,1
1575,Eject,10084,41,17,1,1,1,inf,1
1576,Travel,None,41,18,1,1,1,1,1
1577,Travel,None,41,19,1,1,1,1,1
1578,Eject,10085,41,20,1,1,1,inf,1
1579,Eject,10085,41,21,1,1,1,inf,1
1580,Travel,None,41,22,1,1,1,1,1
1581,Travel,None,41,23,1,1,1,1,1
1582,Eject,10086,41,24,1,1,1,inf,1
1583,Eject,10086,41,25,1,1,1,inf,1
1584,Travel,None,41,26,1,1,1,1,1
1585,Travel,None,41,27,1,1,1,1,1
1586,Eject,10087,41,28,1,1,1,inf,1
1587,Eject,10087,41,29,1,1,1,inf,1
1588,Travel,None,41,30,1,1,1,1,1
1589,Travel,None,41,31,1,1,1,1,1
1590,Eject,10088,41,32,1,1,1,inf,1
1591,Eject,10088,41,33,1,1,1,inf,1
1592,Travel,None,41,34,1,1,1,1,1
1593,Travel,None,41,35,1,1,1,1,1
1594,Travel,None,41,36,1,1,1,inf,1
1595,Induct,1044,41,37,inf,1,1,inf,1
1596,Obstacle,None,42,0,inf,inf,inf,inf,inf
1597,Obstacle,None,42,1,inf,inf,inf,inf,inf
1598,Travel,None,42,2,1,1,inf,1,1
1599,Eject,10081,42,3,inf,1,1,1,1
1600,Obstacle,None,42,4,inf,inf,inf,inf,inf
1601,Obstacle,None,42,5,inf,inf,inf,inf,inf
1602,Eject,10081,42,6,1,1,inf,1,1
1603,Eject,10082,42,7,inf,1,1,1,1
1604,Obstacle,None,42,8,inf,inf,inf,inf,inf
1605,Obstacle,None,42,9,inf,inf,inf,inf,inf
1606,Eject,10082,42,10,1,1,inf,1,1
1607,Eject,10083,42,11,inf,1,1,1,1
1608,Obstacle,None,42,12,inf,inf,inf,inf,inf
1609,Obstacle,None,42,13,inf,inf,inf,inf,inf
1610,Eject,10083,42,14,1,1,inf,1,1
1611,Eject,10084,42,15,inf,1,1,1,1
1612,Obstacle,None,42,16,inf,inf,inf,inf,inf
1613,Obstacle,None,42,17,inf,inf,inf,inf,inf
1614,Eject,10084,42,18,1,1,inf,1,1
1615,Eject,10085,42,19,inf,1,1,1,1
1616,Obstacle,None,42,20,inf,inf,inf,inf,inf
1617,Obstacle,None,42,21,inf,inf,inf,inf,inf
1618,Eject,10085,42,22,1,1,inf,1,1
1619,Eject,10086,42,23,inf,1,1,1,1
1620,Obstacle,None,42,24,inf,inf,inf,inf,inf
1621,Obstacle,None,42,25,inf,inf,inf,inf,inf
1622,Eject,10086,42,26,1,1,inf,1,1
1623,Eject,10087,42,27,inf,1,1,1,1
1624,Obstacle,None,42,28,inf,inf,inf,inf,inf
1625,Obstacle,None,42,29,inf,inf,inf,inf,inf
1626,Eject,10087,42,30,1,1,inf,1,1
1627,Eject,10088,42,31,inf,1,1,1,1
1628,Obstacle,None,42,32,inf,inf,inf,inf,inf
1629,Obstacle,None,42,33,inf,inf,inf,inf,inf
1630,Eject,10088,42,34,1,1,inf,1,1
1631,Travel,None,42,35,inf,1,1,1,1
1632,Obstacle,None,42,36,inf,inf,inf,inf,inf
1633,Obstacle,None,42,37,inf,inf,inf,inf,inf
1634,Obstacle,None,43,0,inf,inf,inf,inf,inf
1635,Obstacle,None,43,1,inf,inf,inf,inf,inf
1636,Travel,None,43,2,1,1,inf,1,1
1637,Eject,10081,43,3,inf,1,1,1,1
1638,Obstacle,None,43,4,inf,inf,inf,inf,inf
1639,Obstacle,None,43,5,inf,inf,inf,inf,inf
1640,Eject,10081,43,6,1,1,inf,1,1
1641,Eject,10082,43,7,inf,1,1,1,1
1642,Obstacle,None,43,8,inf,inf,inf,inf,inf
1643,Obstacle,None,43,9,inf,inf,inf,inf,inf
1644,Eject,10082,43,10,1,1,inf,1,1
1645,Eject,10083,43,11,inf,1,1,1,1
1646,Obstacle,None,43,12,inf,inf,inf,inf,inf
1647,Obstacle,None,43,13,inf,inf,inf,inf,inf
1648,Eject,10083,43,14,1,1,inf,1,1
1649,Eject,10084,43,15,inf,1,1,1,1
1650,Obstacle,None,43,16,inf,inf,inf,inf,inf
1651,Obstacle,None,43,17,inf,inf,inf,inf,inf
1652,Eject,10084,43,18,1,1,inf,1,1
1653,Eject,10085,43,19,inf,1,1,1,1
